id,precioEstadia,Nombre,Fechapublicacion,descripcion,alojamientoid,operador,capacidad
4258,2414.42,Hills and Sons,12-05-17,Legal,1782,4017,11
4259,1211.32,Lubowitz-Rolfson,05-02-16,Research and Development,2384,4920,7
4260,942.49,Feil Little and Cormier,28/07/2014,Marketing,5063,4736,16
4261,673.98,Muller Jaskolski and Gleason,25/11/2017,Human Resources,5399,3393,11
4262,749.16,Thiel Group,10-06-14,Human Resources,1557,2970,15
4263,2547.66,Hane Nitzsche and Wyman,05/03/2017,Accounting,5762,771,14
4264,751.64,Rippin Funk and Kris,17/06/2017,Sales,3974,193,12
4265,4675.67,Gislason-Boyer,01-05-16,Legal,363,1316,7
4266,1263.6,Davis Group,03-10-14,Business Development,4673,4010,4
4267,4988.89,Cole Hauck and West,12/10/2015,Accounting,3914,3210,4
4268,3071.68,Harvey Keeling and Toy,12/03/2017,Support,47,147,16
4269,327.56,Gerlach Group,13-04-17,Legal,1747,2772,13
4270,673.37,Lowe Group,22-09-15,Marketing,533,4845,1
4271,1441.96,Torphy-Kerluke,26-04-14,Accounting,2570,2392,13
4272,3320.24,Mitchell Reynolds and Yundt,11/08/2014,Research and Development,3555,4363,14
4273,574.8,Steuber Hammes and Klein,07/08/2014,Support,5312,1372,13
4274,1764.78,Turcotte Mitchell and Kunze,04/01/2014,Human Resources,134,1221,4
4275,1528.22,Conroy Inc,22-12-15,Training,3209,1740,15
4276,2870.19,O'Conner Group,05-02-18,Business Development,3354,318,8
4277,4857.52,Koch Feil and Hilpert,08/05/2015,Sales,4041,3414,12
4278,465.04,Gottlieb and Sons,15-04-15,Business Development,4952,3208,11
4279,3896.79,Goldner Grant and Anderson,03/01/2017,Engineering,5339,3703,1
4280,81.43,Schumm Kling and Huel,03/10/2015,Marketing,5932,3257,11
4281,555.15,Gislason Stehr and Weber,14/06/2017,Human Resources,2155,1004,15
4282,2381.4,Leffler-Runte,13-08-15,Business Development,1123,415,16
4283,2241.1,Langworth Effertz and Kassulke,14/03/2015,Sales,5677,980,13
4284,3913.58,Murray-Sanford,08-02-17,Legal,3848,3357,10
4285,801.5,Kozey Kerluke and Boehm,18/02/2016,Support,3048,2716,15
4286,3062.72,Lakin-Monahan,11-11-14,Human Resources,95,2189,3
4287,1851.77,Torphy-White,12-03-16,Services,2494,2334,14
4288,2864.57,Nikolaus Dare and Stark,22/11/2017,Business Development,3844,2341,13
4289,1652.47,Zboncak LLC,05-10-13,Marketing,1685,189,13
4290,452.04,Considine-Aufderhar,25-10-14,Product Management,3757,677,3
4291,1564.05,Rodriguez Stanton and McDermott,09/10/2015,Product Management,732,4478,8
4292,2418.63,Glover Satterfield and DuBuque,27/08/2013,Research and Development,5372,2052,8
4293,4112.79,Murazik-Stokes,09-07-16,Legal,3036,2290,6
4294,2895.63,Mayer LLC,08-11-14,Research and Development,2929,4284,10
4295,4578.24,Cole-Roberts,15-08-13,Engineering,4207,846,16
4296,1479.58,Tremblay-Towne,01-02-16,Accounting,5793,2774,9
4297,1479.17,Kirlin-Corwin,04-05-15,Training,5017,1588,3
4298,3113.87,Treutel Inc,22-12-13,Product Management,1545,569,14
4299,4058.39,Streich Ryan and Schamberger,10/12/2017,Human Resources,145,2507,2
4300,1610.28,Lang and Sons,26-12-13,Product Management,717,4895,9
4301,2652.11,Yundt and Sons,26-06-13,Marketing,2933,47,13
4302,4190.85,Anderson Jacobi and Doyle,12/09/2014,Services,4485,4030,12
4303,2669.05,Cassin and Sons,15-03-17,Engineering,3012,4677,14
4304,910.88,Rippin-Cassin,09-12-16,Research and Development,2630,2690,12
4305,2687.93,Swift LLC,12-09-14,Marketing,3851,80,9
4306,1002.15,Cremin-Padberg,04-09-14,Marketing,4625,3042,7
4307,1618.03,Friesen Inc,07-03-16,Product Management,2147,982,6
4308,3150.88,Schiller-Lang,28-11-14,Product Management,970,3691,4
4309,1983.72,Conroy-Rath,09-04-18,Legal,677,184,11
4310,2950.54,Russel Inc,04-07-16,Business Development,2215,2094,4
4311,4926.25,Ratke-Blanda,01-09-16,Sales,5874,1580,8
4312,3073.48,Hayes-Mueller,02-03-18,Training,4055,2430,12
4313,3567.25,Waters Hegmann and Hayes,13/06/2017,Legal,2747,3106,6
4314,610.27,Nolan-Hessel,20-07-15,Accounting,3057,3905,4
4315,2917.1,Hackett-Klocko,17-10-17,Engineering,5901,1697,14
4316,2600.22,Jacobson-Marvin,18-09-14,Human Resources,3959,1441,8
4317,2526.25,Botsford LLC,12-10-13,Engineering,3857,2914,11
4318,3834.49,O'Kon Kuphal and Krajcik,17/02/2016,Sales,2911,3347,7
4319,584.81,Veum Inc,03-11-15,Services,5064,4589,14
4320,3358.27,Frami Inc,26-08-14,Business Development,2059,239,3
4321,2733.37,Armstrong Homenick and Wolf,22/12/2014,Engineering,925,3827,16
4322,1146.24,Welch LLC,30-10-17,Legal,5187,1750,9
4323,885.98,Gutkowski Walter and Stark,10/11/2017,Human Resources,2086,3434,3
4324,3822.88,O'Conner-Hahn,30-06-13,Training,4343,2842,6
4325,2291.87,Walsh Inc,28-11-15,Sales,2004,1410,7
4326,327.63,Crona-Stroman,14-01-15,Human Resources,336,4200,13
4327,4183.29,Rogahn LLC,01-02-17,Legal,3533,3384,5
4328,1813.62,Champlin Inc,19-04-14,Sales,3263,1469,8
4329,2314.72,Flatley Harber and Runolfsson,28/08/2017,Support,572,1560,7
4330,2868.12,Reichert Rosenbaum and Feeney,20/10/2016,Marketing,4224,3656,4
4331,1041.65,Hayes Inc,12-06-15,Human Resources,483,4743,3
4332,2863.6,Harris Prohaska and Douglas,13/04/2018,Legal,1245,1654,11
4333,1178.21,Fadel Hartmann and Corkery,16/06/2013,Sales,5091,294,14
4334,873.08,Schroeder Group,05-02-17,Training,3158,2027,1
4335,2463.44,Trantow-Stark,07-05-14,Services,2966,4218,4
4336,3088.11,Koch Bosco and Moore,23/07/2017,Sales,3869,719,7
4337,4950.89,Rosenbaum Jast and McLaughlin,01/07/2017,Business Development,530,3217,10
4338,1121.5,VonRueden-Pagac,21-07-17,Services,4331,986,10
4339,909.16,Botsford-Turner,21-06-13,Services,5465,4274,7
4340,327.16,Barton-Kemmer,20-08-14,Training,4598,1729,2
4341,2894.55,McLaughlin Schulist and Frami,19/12/2015,Services,5591,4746,7
4342,204.51,Halvorson-Nolan,14-03-16,Human Resources,2860,2754,12
4343,728.07,Larson Rosenbaum and Jones,05/10/2017,Legal,1828,4819,14
4344,2793.38,Pagac-Cruickshank,29-03-15,Services,1944,3405,3
4345,2234.51,Altenwerth LLC,07-04-18,Research and Development,1384,2913,14
4346,39.76,Shanahan-Ferry,08-12-15,Engineering,1070,2951,6
4347,1078.05,Christiansen-McClure,15-12-15,Services,4617,2724,8
4348,883.79,O'Conner Wuckert and Prohaska,04/07/2015,Business Development,993,1608,5
4349,1469.4,Bernier Daniel and Hegmann,06/05/2017,Marketing,3859,1654,6
4350,859.27,Beahan-Roob,11-05-17,Sales,2816,1099,3
4351,1704.17,Gleichner-Boyle,11-01-17,Research and Development,1444,2970,11
4352,4634.43,Spencer-Kling,19-01-17,Legal,4216,2241,7
4353,2999.63,Hamill Group,04-02-18,Sales,1522,764,8
4354,4620.57,Ondricka-Boyer,15-10-15,Human Resources,578,2840,8
4355,1272.71,Daniel-Hoppe,25-05-17,Accounting,2506,4152,1
4356,3848.1,Swift LLC,27-11-16,Human Resources,1893,1434,9
4357,4917.21,Swift-Lueilwitz,05-05-15,Services,2478,3275,3
4358,3435.38,Welch-McKenzie,04-11-14,Support,4723,1049,4
4359,1538.8,Glover-Willms,18-12-14,Sales,586,948,2
4360,108.27,Schumm-Hegmann,22-04-16,Support,5029,121,3
4361,3939.72,Daugherty-Moen,08-04-17,Engineering,3114,963,2
4362,1074.74,Runolfsson-Koepp,06-10-13,Training,1360,3046,1
4363,486.1,Altenwerth-Pouros,29-10-13,Accounting,4896,2679,9
4364,1629,Smith Group,06-07-16,Product Management,3641,367,12
4365,1088.69,Schmidt Crooks and McCullough,21/06/2013,Sales,3504,4161,6
4366,340.6,Kshlerin-Pagac,24-06-17,Legal,715,843,11
4367,3511.38,Zboncak Group,06-11-16,Human Resources,2951,2312,9
4368,3074.2,Goodwin-Gutmann,14-04-15,Legal,3210,2621,16
4369,1812.7,Kuhn-Turcotte,06-03-16,Marketing,3608,4626,16
4370,10.4,Jakubowski-Lueilwitz,19-02-15,Support,1146,4961,14
4371,4352.61,Runte and Sons,01-08-13,Human Resources,929,2881,16
4372,1904.88,Willms-Sauer,26-06-13,Research and Development,2562,2818,4
4373,3379.12,Dicki-Jacobi,12-06-15,Human Resources,5123,2262,3
4374,1116.14,Skiles LLC,05-04-16,Sales,697,2734,14
4375,3237.98,Collins-Corwin,30-09-15,Product Management,2917,1395,4
4376,112.4,Sipes Group,16-03-14,Human Resources,4228,4617,6
4377,482.02,Sporer-Goyette,04-04-17,Services,4081,2265,5
4378,2917.39,Beahan-Treutel,22-03-16,Marketing,2433,1749,7
4379,4142.89,Armstrong LLC,30-04-15,Business Development,5977,2626,4
4380,3863.58,Schmitt Group,16-06-17,Business Development,3141,3167,5
4381,4673.84,Rolfson Abshire and Beahan,25/04/2017,Business Development,3376,3814,15
4382,622.16,Boyer Schmeler and Gorczany,24/03/2015,Sales,2294,1010,10
4383,949.12,Schmidt Inc,13-08-16,Support,854,3166,9
4384,555.98,Gusikowski Kunde and Jacobson,27/02/2016,Engineering,3859,2612,11
4385,2425.07,Hayes-Hansen,11-07-14,Product Management,4323,4390,16
4386,925.1,Feeney-Feil,19-01-18,Training,3740,141,8
4387,978.59,Miller-Bernier,07-10-16,Research and Development,5167,1540,15
4388,4291.52,Armstrong Windler and Welch,17/08/2013,Business Development,1819,603,4
4389,3693.51,Harber LLC,04-05-18,Legal,4435,542,10
4390,2821.56,Marquardt Zieme and Emmerich,31/01/2014,Legal,125,1103,1
4391,3930.19,Medhurst and Sons,23-02-17,Marketing,3036,4793,13
4392,2986.8,Schmidt Breitenberg and Sauer,07/03/2018,Product Management,2812,894,4
4393,3603.15,Blick-Wuckert,24-10-13,Services,2439,1405,2
4394,3678.41,Herzog Inc,11-05-14,Marketing,923,3946,10
4395,1455.87,Dare Torp and Tremblay,29/06/2014,Marketing,1435,1507,14
4396,4512.56,Corwin Ratke and Ritchie,07/01/2014,Services,2238,3101,6
4397,1577.9,Leffler Swaniawski and Pouros,10/02/2018,Support,5602,1379,2
4398,1516.85,Rowe Walsh and Harber,24/08/2017,Accounting,3214,4986,13
4399,237.99,Maggio-Windler,27-05-14,Research and Development,4683,2965,10
4400,3085.0,Aufderhar Cormier and Heaney,29/10/2013,Sales,1183,1704,12
4401,2180.96,Mayert-Mann,09-10-13,Research and Development,1706,2826,11
4402,4507.62,Yundt Hartmann and Muller,15/03/2014,Marketing,1559,3257,13
4403,2408.25,Dietrich Ortiz and Kreiger,30/01/2016,Engineering,2144,1112,2
4404,4772.28,Windler-Graham,03-03-16,Human Resources,5012,2819,7
4405,4182.06,Romaguera Hoeger and Gulgowski,06/08/2017,Engineering,1547,2319,15
4406,97.03,Williamson-Littel,10-01-18,Accounting,1240,1927,1
4407,854.64,Mante and Sons,22-01-17,Research and Development,653,4327,12
4408,4744.75,D'Amore Group,07-08-15,Services,708,427,11
4409,728.57,Gutkowski LLC,29-08-17,Human Resources,4381,2491,13
4410,479.37,Bayer-Mills,10-01-14,Marketing,2498,2518,9
4411,4576.85,Parker Crona and Stanton,15/08/2013,Services,3621,2791,2
4412,1016.63,Stanton-Beatty,08-11-15,Support,2127,202,9
4413,3408.03,Heidenreich Beahan and Murazik,07/10/2015,Sales,5383,2137,7
4414,1700.12,Hintz Inc,21-09-14,Marketing,3868,2806,3
4415,2008.07,Spinka Jacobi and Bogan,07/10/2017,Services,571,3225,8
4416,1054.47,Hilpert Inc,23-12-14,Training,3507,2998,5
4417,4871.69,Schiller Feest and Bailey,13/04/2018,Marketing,569,3468,7
4418,16.58,Green Johns and Weimann,19/01/2015,Research and Development,2593,355,11
4419,2052.16,Goyette-Ebert,19-01-18,Services,4181,2363,6
4420,4106.89,Littel Group,04-06-17,Services,718,420,12
4421,3518.75,Hettinger Inc,27-01-17,Legal,5851,1064,8
4422,2481.92,Kozey Yundt and Davis,16/02/2016,Marketing,3279,4617,3
4423,4687.12,Beier Waelchi and Tillman,28/05/2017,Legal,5690,616,6
4424,2870.11,Ratke Wuckert and Crist,26/08/2016,Sales,5986,2380,9
4425,2509.57,Grimes Keeling and Jerde,30/09/2015,Sales,4073,4434,9
4426,3245.15,Mayert Ruecker and West,03/01/2016,Engineering,5427,1871,4
4427,1719.79,Wisozk-Emard,13-06-16,Legal,5553,646,13
4428,4110.25,Schowalter Heller and Pfeffer,03/08/2014,Support,3690,2346,1
4429,3291.19,Upton Group,22-11-13,Legal,4573,3084,4
4430,3147.27,Toy-Schamberger,01-07-13,Support,2420,495,1
4431,276.59,Lesch Group,17-04-15,Product Management,4664,1534,16
4432,218.72,Predovic Inc,18-03-18,Legal,599,3691,1
4433,2477.31,Lockman and Sons,20-03-15,Support,262,3006,7
4434,324.23,Stokes Fritsch and Kreiger,10/08/2017,Services,3873,2435,13
4435,2325.83,Jast-Erdman,11-04-18,Sales,461,1796,6
4436,56.42,Kohler-Watsica,31-01-14,Research and Development,713,2930,5
4437,4604.15,Ortiz-Tillman,23-01-16,Support,1065,4745,13
4438,4114.82,Kutch LLC,10-09-14,Services,4389,4616,9
4439,4906.52,Harvey-Wilderman,02-11-15,Engineering,605,3785,14
4440,4132.24,Jacobson Group,16-09-13,Services,970,4394,16
4441,774,Langworth Group,27-07-13,Accounting,2802,871,3
4442,2151.75,Johnston and Sons,18-12-17,Human Resources,3262,3043,2
4443,703.29,Terry-Streich,14-10-16,Training,3086,871,9
4444,3275.45,Stokes Group,01-02-15,Marketing,5090,4402,12
4445,963.29,Kiehn-Sipes,31-08-14,Services,1696,2373,2
4446,2332.45,Huels LLC,16-03-16,Marketing,3463,1739,8
4447,4532.45,Batz Schneider and Keeling,27/06/2017,Training,801,2593,9
4448,891.91,Barton McKenzie and Cummerata,24/08/2015,Marketing,5765,1873,11
4449,2169.37,Buckridge Cartwright and Gleason,17/07/2016,Training,1454,885,6
4450,2564.88,Hermiston-Jast,14-05-14,Product Management,985,1325,4
4451,4052.32,Hartmann and Sons,12-12-17,Sales,4463,865,14
4452,2542.62,Mitchell-Armstrong,21-10-15,Sales,2966,2717,8
4453,290.69,Cummings Rice and Bednar,04/07/2014,Legal,1711,2665,9
4454,229.14,Jacobs Buckridge and Carter,08/03/2016,Sales,5219,925,3
4455,4880.12,Morissette Cormier and Balistreri,07/04/2017,Product Management,1569,4774,5
4456,1579.18,Bode Bernhard and Weber,09/03/2015,Accounting,3571,4712,1
4457,162.89,Barrows-Wiegand,07-07-14,Engineering,1592,3167,11
4458,827.37,Russel-Runolfsson,05-05-16,Engineering,4927,3933,10
4459,3080.15,Fahey-Mills,23-02-17,Research and Development,227,4986,10
4460,3206.06,Carroll-Mueller,14-01-18,Engineering,3225,2949,5
4461,3812.07,Swift Inc,05-10-14,Services,1914,2081,10
4462,1228.44,Grant Jacobi and Nitzsche,03/12/2017,Legal,1337,2013,14
4463,1362.32,Pollich Simonis and Heller,07/01/2017,Sales,684,3856,5
4464,2495.11,Hyatt Trantow and Grady,01/02/2016,Marketing,1399,1578,14
4465,3919.03,Bruen-Reichert,15-09-17,Services,1137,1646,6
4466,3196.28,VonRueden LLC,30-01-18,Support,2783,4769,15
4467,3271.12,Marks Jast and Windler,30/07/2013,Human Resources,2342,3141,5
4468,4210.41,Cummerata Inc,02-12-14,Support,4836,2264,16
4469,3603.82,Mante-MacGyver,12-07-13,Human Resources,5093,1832,12
4470,3924.05,Feil Inc,18-03-17,Business Development,1958,2738,15
4471,1326.41,Koepp-Schoen,30-04-16,Product Management,4913,1084,12
4472,270.67,Schiller Inc,10-04-18,Research and Development,3191,1219,7
4473,2936.91,Weber LLC,05-02-14,Sales,4259,3988,2
4474,3942.37,Emard Nicolas and Bartoletti,04/11/2013,Product Management,5180,4669,4
4475,810.51,Torp-Lynch,15-03-14,Sales,4254,3939,16
4476,969.75,Breitenberg-Fadel,08-08-16,Marketing,1527,344,16
4477,557.4,Homenick Inc,21-10-15,Product Management,1586,4163,1
4478,4088.06,Wiza Feil and Sanford,29/11/2015,Training,3905,2641,2
4479,2278.46,Schiller Simonis and Emmerich,12/01/2016,Accounting,59,4877,6
4480,4202.57,Bahringer-Reichel,27-02-14,Services,1795,692,16
4481,1031.99,Zieme-Wisoky,21-08-16,Human Resources,3050,2170,15
4482,339.44,Walsh Group,09-12-17,Legal,3593,3414,7
4483,612.59,Quigley-Medhurst,08-05-18,Legal,82,1974,9
4484,3574.01,Ruecker Inc,18-01-18,Marketing,4585,1578,15
4485,2166.08,Connelly Inc,04-03-17,Research and Development,3596,3235,9
4486,2549.91,Hintz LLC,07-01-16,Marketing,4792,4507,1
4487,3632.89,Ledner-Mosciski,25-05-17,Accounting,588,1615,6
4488,3769.63,Bode Orn and Welch,20/05/2016,Business Development,56,4393,5
4489,1494,Grimes-Kuhn,05-05-16,Sales,2649,3862,4
4490,2202.77,Wisoky Emmerich and Lebsack,18/11/2015,Engineering,4395,3607,12
4491,2653.43,Murray-Hegmann,19-01-17,Training,5779,2371,13
4492,17.63,Gusikowski and Sons,29-04-18,Sales,3208,2917,9
4493,1177.06,McClure-Johnston,14-03-16,Accounting,4243,979,1
4494,3058.24,Schroeder Runte and Lockman,23/03/2015,Legal,2678,1710,16
4495,2386.09,Stamm and Sons,30-10-17,Services,674,4407,9
4496,4560.48,Powlowski Purdy and Cormier,17/05/2016,Human Resources,2854,167,6
4497,2349.52,Hilll Walsh and Schuppe,23/04/2018,Engineering,4736,4087,13
4498,3297.39,Dickens-Bednar,31-05-13,Training,5957,1790,9
4499,3976.96,Dach LLC,05-09-14,Support,615,1303,14
4500,2313.7,Boyle Howell and Walter,17/08/2014,Services,5846,943,1
4501,2522.24,Bahringer LLC,10-10-14,Support,4876,448,11
4502,4131.71,Kerluke-Brown,18-02-14,Sales,4953,3364,3
4503,4067.65,Bednar Group,21-11-16,Product Management,2372,285,10
4504,4850.69,Nader and Sons,13-09-17,Human Resources,2267,2433,3
4505,4985.33,Lueilwitz and Sons,04-10-16,Marketing,3088,325,13
4506,3048.42,Toy-Lang,20-12-17,Sales,4174,3570,5
4507,3624.63,Strosin Lakin and Cummerata,28/06/2017,Research and Development,1515,3915,15
4508,3816.72,Haley LLC,26-12-15,Legal,2065,2090,7
4509,4554.48,Kuvalis LLC,29-08-13,Accounting,187,246,11
4510,85.71,Hintz Simonis and Harvey,08/11/2015,Product Management,4874,270,14
4511,1769.12,Runolfsdottir Daugherty and Wisozk,30/09/2015,Research and Development,1728,4100,3
4512,40.3,Yundt-Murazik,10-04-14,Engineering,5748,2109,9
4513,2615.37,Mueller Wilderman and Schultz,10/09/2013,Legal,2063,15,15
4514,1606.19,Barton Macejkovic and Roob,21/06/2014,Business Development,1417,410,11
4515,2939.99,Simonis Group,30-07-15,Marketing,4005,2799,11
4516,4355.06,Williamson-Emmerich,12-12-13,Sales,3335,788,10
4517,4947.72,Fay and Sons,28-05-13,Services,3554,4279,10
4518,92.91,Adams-Pagac,11-11-13,Support,822,1144,6
4519,4827.93,Nolan-Abshire,30-12-17,Research and Development,131,3479,2
4520,630.2,Tillman Inc,08-03-15,Human Resources,4731,2784,2
4521,3131.72,Trantow Buckridge and Quitzon,29/09/2013,Engineering,444,2052,5
4522,2518.04,Bernier-Thompson,16-10-14,Research and Development,5856,369,5
4523,4253.81,Casper-Halvorson,17-01-18,Research and Development,2259,735,14
4524,4032.49,Parker Inc,22-01-17,Services,3356,3951,4
4525,4006.78,Trantow-Glover,01-11-14,Sales,473,3615,9
4526,175.24,Lang-O'Conner,19-01-14,Product Management,4603,3651,6
4527,947.9,Hermiston LLC,05-01-15,Legal,384,276,14
4528,3682.37,Howell Weissnat and Wilkinson,10/10/2016,Engineering,1705,2392,7
4529,3166.78,Langworth Inc,27-07-14,Product Management,1756,1531,6
4530,1791.81,Hintz Group,07-01-16,Training,5429,1971,3
4531,3885.14,Treutel LLC,21-05-15,Product Management,5166,2190,5
4532,4521.3,Gutkowski LLC,14-02-14,Business Development,4272,4990,6
4533,2071.2,Rolfson Steuber and Ankunding,28/12/2017,Legal,1691,4623,2
4534,1848.46,Wolff-Roob,08-09-17,Business Development,4401,1765,11
4535,2574.13,Johns-Bechtelar,16-11-17,Legal,3270,4380,11
4536,3898,Dibbert-O'Keefe,09-03-15,Services,2181,4111,3
4537,316.84,Ebert-Auer,24-09-15,Marketing,753,2431,6
4538,2279.07,Goodwin Group,10-11-13,Support,383,1921,2
4539,1722.4,Parisian-Gaylord,31-05-17,Human Resources,5762,4971,10
4540,2882.77,Beier and Sons,22-09-16,Services,135,3847,6
4541,2340.55,Windler-Willms,10-11-14,Engineering,2184,4416,14
4542,2722.78,Glover Group,16-12-13,Research and Development,5605,3466,11
4543,2599.13,Leuschke-Wisoky,08-12-13,Product Management,2083,20,11
4544,4478.94,Fay-Carter,25-07-13,Product Management,1752,1274,8
4545,3325.61,Keeling and Sons,26-06-13,Accounting,5340,1159,13
4546,137.38,Braun-Boyer,03-05-16,Support,3178,3056,4
4547,4311.07,Hirthe-Goodwin,16-03-15,Product Management,2884,4755,3
4548,109.88,Schulist LLC,22-01-18,Human Resources,2719,1616,3
4549,4753.1,Rosenbaum Stoltenberg and Marquardt,11/12/2017,Services,2922,1252,12
4550,3682.34,Terry and Sons,03-02-14,Product Management,4108,288,10
4551,2017.73,Walsh Group,12-09-14,Legal,5684,442,10
4552,1298.1,Ankunding Witting and Beier,24/10/2016,Accounting,2606,484,7
4553,210.07,Haley Group,22-04-17,Legal,3447,1912,12
4554,4111.35,Purdy Auer and Hills,07/06/2015,Accounting,5657,4130,16
4555,1362.87,Durgan LLC,18-06-17,Legal,3396,1257,13
4556,1827.27,Volkman-Brown,28-04-17,Research and Development,3004,4033,13
4557,605.09,Mitchell LLC,13-02-14,Services,3379,3279,4
4558,149.36,Gutmann LLC,17-12-16,Product Management,1477,1243,10
4559,1380.46,Lindgren Ortiz and Pfannerstill,20/12/2016,Research and Development,4265,4199,16
4560,198.72,Feest-Schiller,04-06-13,Services,4089,694,11
4561,2010.9,Bruen LLC,25-04-18,Legal,2704,1196,9
4562,4747.79,Brekke Reinger and Okuneva,30/07/2017,Engineering,4125,3927,14
4563,646.76,Veum Schumm and Murazik,03/12/2013,Legal,4443,2596,6
4564,3312.34,Stroman Nicolas and Bins,03/09/2017,Legal,2231,892,1
4565,4501.92,Spencer Will and Williamson,05/06/2015,Training,4645,4218,6
4566,4336.08,Langworth Nicolas and Kilback,02/07/2015,Product Management,903,2519,4
4567,3756.46,Keeling Torp and Tillman,26/05/2017,Product Management,872,4972,7
4568,598.67,Ritchie-Becker,25-02-15,Research and Development,1341,4944,10
4569,3341.92,Hand-Larkin,17-03-18,Product Management,1794,2258,6
4570,2388.84,Marks-Haley,04-10-14,Research and Development,3379,1378,15
4571,695.64,Kshlerin and Sons,02-10-15,Accounting,3414,3959,5
4572,249.36,Pfannerstill and Sons,10-03-15,Support,4975,2429,3
4573,1492.63,Hand-Mayert,24-03-14,Engineering,2761,1107,4
4574,1169.11,Erdman Kessler and Renner,29/07/2016,Marketing,3497,4680,10
4575,65.32,Mraz Group,26-06-13,Sales,1651,1379,9
4576,3855.35,Jacobs-Schmitt,04-12-16,Marketing,458,4329,10
4577,2570.76,McKenzie Hyatt and Flatley,01/06/2013,Marketing,3711,3938,10
4578,3811.32,Cartwright and Sons,19-01-15,Sales,5748,4052,8
4579,2823.57,Gottlieb Inc,02-08-15,Support,4151,2997,3
4580,42.55,Zemlak-Moore,13-06-16,Legal,965,4254,8
4581,566.21,Thiel LLC,22-05-16,Training,4315,2613,2
4582,2970.38,Kunde Inc,25-03-17,Marketing,3807,543,11
4583,3385.91,Hansen Treutel and Cormier,27/05/2015,Marketing,4759,2585,16
4584,2114.79,Kovacek Prohaska and Sauer,19/03/2018,Human Resources,5521,4234,4
4585,4992.06,Waelchi Feest and Morar,16/05/2017,Sales,3692,4096,11
4586,116.66,Zieme Schuster and Rodriguez,16/10/2016,Human Resources,2690,2723,1
4587,2879.32,Cronin LLC,06-11-13,Business Development,1519,4494,6
4588,814.13,Harber-Becker,25-01-18,Product Management,2187,1224,13
4589,3247.3,Bergnaum-Harvey,16-03-18,Training,2149,1985,15
4590,2151.25,Kirlin-O'Conner,06-02-17,Support,712,4228,16
4591,4572.56,Rath Mohr and Smitham,29/02/2016,Product Management,1840,4274,12
4592,3398.91,Dicki-Bergnaum,29-05-13,Accounting,5406,1045,7
4593,2713.5,Koss LLC,19-08-15,Legal,3858,843,13
4594,265.91,Treutel LLC,24-02-15,Business Development,3216,1332,5
4595,3792.36,Renner LLC,05-07-13,Legal,2684,3502,14
4596,4874.84,Will Watsica and Casper,15/03/2018,Research and Development,3510,4309,10
4597,4877.58,Schuppe-Lang,17-09-16,Human Resources,3074,1333,9
4598,376.86,Dooley Simonis and Schowalter,22/10/2013,Services,5450,2301,2
4599,4821.3,Shields-Langworth,06-08-15,Training,2699,1877,9
4600,2075.65,Watsica Morissette and McDermott,19/02/2016,Accounting,1180,111,12
4601,1614.01,Boehm Inc,13-04-15,Legal,1502,4366,14
4602,1213.32,Turner Inc,05-03-18,Legal,3191,100,1
4603,692.55,Toy-Crona,11-01-14,Services,747,1605,7
4604,3848.96,Johns Altenwerth and Gaylord,12/10/2017,Support,4229,2854,5
4605,3656.89,Legros Price and Rodriguez,22/05/2013,Accounting,4116,2396,13
4606,4051.07,Watsica Inc,27-04-16,Human Resources,2827,2562,10
4607,1470.9,Marvin Grady and Hills,27/09/2015,Legal,4519,2037,2
4608,1604.02,Prosacco Funk and Abbott,08/01/2018,Marketing,3606,2197,4
4609,1738.46,Strosin LLC,06-11-15,Engineering,5948,1935,13
4610,1162.4,O'Conner Gusikowski and Lesch,10/06/2014,Marketing,4397,3597,14
4611,1097.23,Feil-Simonis,16-07-17,Services,432,1528,1
4612,2060.59,Sanford-Satterfield,02-06-15,Training,3218,2232,10
4613,3600.49,Walsh-Baumbach,29-09-17,Services,5941,4819,6
4614,3527.33,King Inc,27-05-13,Product Management,5916,1709,8
4615,3505.84,Lindgren-Nienow,02-02-17,Research and Development,3635,2779,14
4616,3608.57,Prohaska Jaskolski and Hagenes,10/08/2017,Human Resources,5321,491,12
4617,4694.57,Rippin-Abernathy,07-08-17,Legal,5190,1044,5
4618,3884.71,Oberbrunner and Sons,18-04-16,Accounting,4436,1969,6
4619,275.21,McClure and Sons,01-06-14,Training,1791,2773,11
4620,991.07,Casper-Cole,11-02-14,Legal,5419,1954,4
4621,2217.99,Wolf Mosciski and Dare,11/10/2014,Legal,2154,822,7
4622,3969.78,Mosciski Group,29-07-16,Training,5436,1818,3
4623,2836.42,Kessler Will and Bernier,30/07/2013,Accounting,3408,1996,13
4624,3951.87,Harber Price and Johnson,17/07/2016,Research and Development,2302,3685,2
4625,4.45,Bergnaum-Collins,12-02-14,Marketing,3527,2524,1
4626,954.52,Hintz and Sons,20-04-15,Support,1521,3300,12
4627,151.94,Emard and Sons,17-11-13,Legal,4383,3282,9
4628,1070.31,Erdman Osinski and Gerlach,22/07/2014,Engineering,774,108,10
4629,2754.18,Hagenes-Lubowitz,10-04-18,Accounting,5127,4799,14
4630,4686.6,Heller Harvey and Hermiston,31/12/2013,Accounting,3267,3265,16
4631,3316.03,O'Conner Inc,04-08-15,Product Management,2028,456,16
4632,4410.18,Berge LLC,04-09-16,Services,2272,1090,1
4633,3368.41,Kohler-Kassulke,14-06-15,Marketing,2507,4613,2
