id,Tipo,Nombre,Ubicacion,Descripcion,Costo,MinimoPeriodo
4626,HabitacionVivienda,157,Monica,Wintheiser, Wolf and Morar,230.52,180
4627,HabitacionVivienda,791,Acker,Keebler-Schneider,816.88,180
4628,HabitacionHotel,601,Forest,Goodwin, McClure and Abshire,476.72,60
4629,HabitacionHotel,688,North,Kulas, Herzog and Parker,223.32,30
4630,Apartamento,432,Lyons,Cremin LLC,518.04,60
4631,Apartamento,150,Hovde,Rice, Cruickshank and Gerlach,613.48,180
4632,HabitacionHotel,493,Menomonie,Lind-Kohler,392.25,1
4633,Vivienda,959,Comanche,Moen, Heller and Streich,986.74,180
4634,HabitacionHostal,877,Lake View,Towne and Sons,692.83,30
4635,Vivienda,647,Redwing,Jakubowski-Heaney,106.01,60
4636,Apartamento,888,Hermina,Robel, Ziemann and Grady,220.89,1
4637,HabitacionHostal,615,Union,Langosh-Gislason,594.54,60
4638,HabitacionUniversitaria,79,East,Yost-D'Amore,203.3,30
4639,HabitacionVivienda,120,Vidon,Jaskolski, Hermiston and Predovic,796.81,60
4640,Vivienda,605,Dovetail,Huels, Johnston and Yost,715.57,60
4641,Vivienda,971,Kenwood,Ward and Sons,554.25,180
4642,HabitacionVivienda,916,Kings,Larkin-Dooley,221.78,60
4643,HabitacionUniversitaria,696,Oneill,Bergnaum and Sons,419.86,1
4644,HabitacionHotel,166,Del Sol,Streich, Greenholt and Terry,950.97,180
4645,HabitacionHostal,560,Spohn,Sawayn LLC,694.6,1
4646,HabitacionHotel,790,Fairview,Hickle, Reichel and Daniel,154.83,180
4647,Apartamento,467,Mcguire,Koepp Group,143.21,60
4648,HabitacionUniversitaria,976,Vernon,Schuppe, Lakin and D'Amore,59.51,30
4649,HabitacionVivienda,500,Amoth,Williamson LLC,721.39,60
4650,Vivienda,764,Truax,Powlowski-Hills,587.68,60
4651,Vivienda,512,Spaight,Dickinson, Denesik and Hyatt,995.39,30
4652,Apartamento,988,Dovetail,Goyette LLC,903.85,1
4653,HabitacionVivienda,347,Mitchell,Braun, Koch and Kunze,538.07,180
4654,HabitacionUniversitaria,939,Lunder,Durgan-Heidenreich,82.02,60
4655,HabitacionHotel,324,Eagle Crest,Smitham LLC,606.88,30
4656,Apartamento,44,Quincy,Gulgowski-Jaskolski,901.6,30
4657,HabitacionHotel,930,Crescent Oaks,Abernathy-Witting,635.26,60
4658,Apartamento,373,Forest Run,Stamm, Schuster and McKenzie,198.13,180
4659,Apartamento,707,Bartillon,Connelly, Labadie and Emmerich,595.24,30
4660,HabitacionHotel,738,Mosinee,Kohler-Lowe,325.47,30
4661,Apartamento,172,Forest Run,Bode-Osinski,833.08,60
4662,Vivienda,386,Scofield,Streich, Gaylord and Blick,994.43,60
4663,Vivienda,953,Maple,Ward and Sons,87.25,1
4664,Apartamento,505,Surrey,Pouros LLC,267.81,1
4665,HabitacionUniversitaria,366,Bultman,Hettinger LLC,182.37,1
4666,HabitacionHostal,536,Manufacturers,Kris, Casper and Herzog,998.4,180
4667,HabitacionHostal,528,Sachs,Nienow and Sons,837.75,30
4668,HabitacionHostal,683,Jackson,Cremin Inc,33.94,180
4669,HabitacionHotel,837,Vidon,Cummings LLC,965.55,1
4670,HabitacionHostal,526,Victoria,Hyatt-Rice,556.34,30
4671,HabitacionUniversitaria,425,Maple,Feest and Sons,627.61,60
4672,Apartamento,904,Michigan,Little and Sons,713.78,30
4673,Vivienda,16,Westridge,Beatty Group,402.82,180
4674,HabitacionVivienda,99,Heath,Shanahan-Langworth,588.12,180
4675,HabitacionUniversitaria,675,Hooker,Yost, Crooks and Becker,585.08,30
4676,HabitacionHotel,598,Tomscot,Parisian, Cartwright and Fisher,569.77,30
4677,HabitacionHostal,257,Sutteridge,Rohan and Sons,425.34,180
4678,HabitacionUniversitaria,608,Southridge,Lemke-Conn,100.09,1
4679,HabitacionUniversitaria,865,Beilfuss,Adams and Sons,912.83,30
4680,Vivienda,993,Arapahoe,Bayer-Schoen,735.25,30
4681,HabitacionUniversitaria,566,Thierer,Bernier-Botsford,105.23,180
4682,HabitacionHotel,105,Killdeer,Hamill, Goyette and Kuvalis,323.16,30
4683,Apartamento,65,Goodland,Cruickshank-Ryan,294.38,60
4684,Vivienda,213,Banding,Kassulke and Sons,589.18,180
4685,Vivienda,361,Glendale,Volkman and Sons,12.79,60
4686,Vivienda,724,Sherman,Robel and Sons,460.7,30
4687,Apartamento,958,Lakeland,Schaefer and Sons,918.95,60
4688,HabitacionVivienda,969,Fulton,Brown, Quigley and Kemmer,676.39,60
4689,Vivienda,423,Lindbergh,Parker-Gottlieb,15.6,30
4690,HabitacionHostal,988,Melvin,Cassin, Turner and Swift,50.53,1
4691,HabitacionHostal,101,Eliot,Rippin and Sons,113.56,180
4692,HabitacionHotel,825,Oriole,Hackett Inc,856.3,60
4693,Vivienda,634,Steensland,Kshlerin Inc,111.88,60
4694,HabitacionHostal,752,Anzinger,Moore, Howell and Feeney,197.85,1
4695,Vivienda,382,Prairieview,Spencer Inc,626.22,1
4696,Apartamento,535,Carioca,McKenzie, Christiansen and Brakus,233.95,1
4697,HabitacionUniversitaria,320,1st,Goodwin-Lang,871.98,30
4698,Apartamento,3,Acker,Metz, Streich and Considine,778.7,30
4699,Vivienda,183,Boyd,Parker and Sons,932.65,1
4700,Vivienda,258,Lighthouse Bay,Emmerich Inc,577.12,1
4701,Vivienda,679,Del Sol,Wisoky-Zemlak,301.84,1
4702,HabitacionHostal,97,Pleasure,Runte-Davis,87.29,60
4703,Apartamento,266,Arrowood,Keeling, Boyle and Marquardt,432.01,60
4704,Vivienda,573,Loeprich,Kirlin, Zemlak and Kihn,824.29,1
4705,Vivienda,436,Veith,Ryan, Kiehn and Balistreri,771.85,180
4706,Apartamento,62,Oakridge,Pfeffer and Sons,764.49,60
4707,Apartamento,645,Declaration,Hodkiewicz, Stark and Gaylord,21.42,1
4708,HabitacionUniversitaria,150,Bunker Hill,Mitchell LLC,611.75,30
4709,HabitacionHotel,993,Bonner,Wuckert Inc,866.84,1
4710,HabitacionUniversitaria,917,Butterfield,Lindgren-Hamill,536.59,30
4711,HabitacionHostal,44,Dovetail,Grimes Group,750.89,60
4712,Vivienda,988,Westridge,Carter, Romaguera and Graham,136.8,30
4713,Vivienda,714,Hallows,Weber Inc,28.08,30
4714,HabitacionVivienda,729,Bunker Hill,Waters-Schowalter,115.11,180
4715,Vivienda,690,Algoma,Smitham-Beahan,306.42,60
4716,HabitacionHostal,914,Farmco,Smith, O'Keefe and Paucek,414.54,30
4717,HabitacionHotel,798,Kenwood,Kozey Inc,240.31,30
4718,Vivienda,919,Sutherland,Sanford, Hamill and West,580.36,60
4719,HabitacionVivienda,765,Homewood,Kohler, Rohan and Schaden,293.97,180
4720,HabitacionUniversitaria,280,Sutherland,Effertz Inc,434.43,180
4721,HabitacionUniversitaria,379,Fremont,Yundt, Bahringer and Hessel,327.84,30
4722,HabitacionHostal,691,Loftsgordon,Witting, Hansen and Dickens,547.12,60
4723,HabitacionHostal,428,Ridgeview,Koch and Sons,900.61,60
4724,Apartamento,159,Burrows,O'Hara-Willms,569.27,180
4725,HabitacionHostal,715,Sommers,Morissette LLC,743.32,180
4726,HabitacionHostal,60,Shelley,Denesik LLC,293.26,1
4727,HabitacionHostal,334,Raven,Weber-Mante,439.9,60
4728,HabitacionVivienda,679,Dixon,Rath-Osinski,614.66,30
4729,HabitacionUniversitaria,737,Sommers,Predovic-Kassulke,663.83,1
4730,Apartamento,543,Crowley,Lind-Senger,80.55,30
4731,HabitacionUniversitaria,133,Declaration,Hills-Hegmann,843.31,30
4732,Apartamento,899,Nancy,Jerde LLC,980.28,1
4733,HabitacionVivienda,127,Buhler,Reilly-Stokes,827.94,180
4734,Apartamento,767,Southridge,Reynolds, Jakubowski and Tremblay,104.62,30
4735,HabitacionUniversitaria,326,New Castle,Wintheiser Inc,325.55,30
4736,Apartamento,932,Clemons,Kemmer and Sons,259.99,30
4737,HabitacionHotel,279,Brentwood,Fisher, Schoen and Hickle,658.21,30
4738,HabitacionUniversitaria,222,Cottonwood,Ortiz-Stamm,605.89,1
4739,HabitacionVivienda,582,Old Gate,McGlynn, Conn and Johnson,779.36,30
4740,Apartamento,335,Oxford,Nienow, Ziemann and Koss,467.24,60
4741,Apartamento,963,Karstens,Wintheiser Inc,712.3,1
4742,HabitacionHostal,913,Kinsman,Welch-Ortiz,358.47,180
4743,HabitacionHotel,556,Merry,Rowe-Schoen,45.21,30
4744,Vivienda,52,International,Lesch, Terry and Murray,528.01,1
4745,HabitacionUniversitaria,347,Alpine,Tromp and Sons,366.95,30
4746,HabitacionHotel,329,Independence,Gleichner, Swift and Gleason,679.51,180
4747,Vivienda,380,Mallard,Bahringer Group,542.25,30
4748,HabitacionUniversitaria,686,Eggendart,Morissette-Volkman,167.01,30
4749,HabitacionHotel,908,Gateway,Keebler, Beier and Rogahn,48.36,1
4750,HabitacionUniversitaria,904,East,Nader Inc,672.24,1
4751,Vivienda,233,Almo,Spencer and Sons,249.26,60
4752,HabitacionHotel,905,Alpine,Nitzsche-Doyle,961.81,60
4753,Vivienda,218,Judy,Hintz LLC,16.67,60
4754,Vivienda,674,Brown,Wisoky and Sons,891.48,30
4755,Apartamento,634,Orin,Mayert-Franecki,714.43,1
4756,HabitacionHostal,347,Upham,Kautzer and Sons,974.56,1
4757,Apartamento,692,Farragut,Wintheiser, Smitham and Bosco,309.69,1
4758,Apartamento,568,Sauthoff,Powlowski-Conn,757.42,30
4759,HabitacionVivienda,54,Thompson,Volkman, Sauer and Christiansen,367.32,180
4760,Apartamento,917,East,Sawayn Group,206.59,30
4761,HabitacionVivienda,864,Badeau,Kautzer-Gaylord,741.69,30
4762,HabitacionHotel,962,Harper,Abbott, Parker and Goldner,997.44,60
4763,HabitacionHostal,170,New Castle,Paucek LLC,235.73,30
4764,HabitacionHotel,591,Ridge Oak,Cruickshank-Prosacco,215.19,1
4765,Vivienda,30,Arizona,Schulist-Renner,660.74,30
4766,HabitacionHotel,316,Swallow,Altenwerth Inc,274.44,30
4767,Apartamento,234,Prairie Rose,Botsford and Sons,215.32,1
4768,HabitacionHotel,688,Declaration,Kirlin and Sons,797.79,1
4769,HabitacionHostal,780,Londonderry,Rempel LLC,459.55,180
4770,HabitacionHostal,36,Eggendart,Sauer, Kirlin and Green,161.62,180
4771,HabitacionVivienda,361,Amoth,Reichel LLC,863.89,60
4772,HabitacionVivienda,788,6th,Tillman-Kihn,86.4,60
4773,HabitacionUniversitaria,392,Bayside,Pouros-Hayes,106.93,180
4774,HabitacionHotel,832,Hanover,Morissette, Hamill and Krajcik,233.88,180
4775,Vivienda,774,Milwaukee,Lowe LLC,68.64,30
4776,HabitacionHostal,370,Bartelt,Balistreri LLC,328.63,1
4777,HabitacionUniversitaria,129,Amoth,MacGyver and Sons,577.76,30
4778,Vivienda,501,Fulton,Pacocha-Schmitt,311.08,30
4779,Vivienda,240,Delladonna,Cummings and Sons,482.57,180
4780,HabitacionHotel,70,Rutledge,Halvorson-Beier,192.3,60
4781,Apartamento,42,Banding,Gerlach-Bayer,2.32,30
4782,Vivienda,572,Truax,Schulist, Dooley and Weimann,50.19,30
4783,HabitacionHotel,967,Merry,Russel, Raynor and O'Kon,917.26,30
4784,Vivienda,882,Little Fleur,Rowe, Volkman and Kozey,674.46,180
4785,HabitacionUniversitaria,121,Luster,Emard LLC,395.87,30
4786,HabitacionUniversitaria,729,Nevada,Little LLC,483.65,1
4787,HabitacionHotel,714,5th,Homenick, Wiza and Wuckert,965.23,180
4788,Vivienda,484,Shopko,Mayert, Lehner and Carter,583.41,60
4789,HabitacionUniversitaria,567,High Crossing,Fisher Inc,479.87,180
4790,HabitacionHotel,187,Judy,Roberts, Wyman and Mraz,404.67,180
4791,Apartamento,473,Redwing,Treutel, Krajcik and Stoltenberg,5.12,60
4792,HabitacionVivienda,714,Bunker Hill,Auer-Walsh,713.4,60
4793,HabitacionHostal,673,Knutson,Davis-Von,159.72,60
4794,Apartamento,171,Holy Cross,Hickle-VonRueden,698.52,60
4795,HabitacionVivienda,604,Buena Vista,Lakin, Kuhn and Fay,564.29,60
4796,HabitacionUniversitaria,15,Ridgeway,Kuhlman-Brown,194.98,60
4797,HabitacionHotel,660,Burning Wood,Gutmann-Renner,296.36,180
4798,HabitacionVivienda,709,Bluejay,Heaney-Sanford,261.51,30
4799,Vivienda,338,Dorton,Dickinson, Toy and Pfannerstill,839.02,180
4800,Apartamento,696,Talisman,Rodriguez LLC,756.89,1
4801,HabitacionVivienda,113,Hazelcrest,Feeney Inc,192.24,1
4802,Vivienda,112,Dexter,Blanda Inc,305.78,180
4803,HabitacionHotel,947,Cascade,Lesch-Dicki,774.15,1
4804,HabitacionHostal,429,Glendale,White Inc,168.58,1
4805,Apartamento,770,Mayer,Jacobson, Kris and McLaughlin,173.67,1
4806,HabitacionVivienda,878,Scott,O'Connell, Jaskolski and Parker,510.27,1
4807,HabitacionUniversitaria,866,Crest Line,Osinski-Hettinger,157.35,30
4808,Vivienda,956,Paget,Hyatt, Volkman and Kautzer,102.7,1
4809,Vivienda,598,Everett,Hodkiewicz, Bergnaum and Nolan,111.37,60
4810,HabitacionHotel,657,Dunning,Reynolds LLC,216.11,60
4811,HabitacionUniversitaria,454,Hayes,Beatty-Larkin,775.13,60
4812,Apartamento,638,Butterfield,Sauer-Blick,242.15,1
4813,HabitacionHotel,401,Melrose,Bednar-Pagac,709.43,30
4814,Apartamento,519,East,Veum, Dibbert and Stoltenberg,931.73,30
4815,HabitacionHotel,701,Merrick,MacGyver, Kirlin and Bergnaum,750.29,60
4816,HabitacionUniversitaria,747,Waywood,Effertz-Volkman,86.11,1
4817,HabitacionHotel,122,Clarendon,Predovic-Conn,195.56,60
4818,HabitacionUniversitaria,654,Moulton,Wyman Inc,342.1,180
4819,Apartamento,689,Sommers,Pagac-Lubowitz,195.51,1
4820,HabitacionHostal,431,Vernon,Williamson Group,802.69,180
4821,HabitacionHotel,998,Summerview,Braun-Lakin,938.91,30
4822,HabitacionUniversitaria,109,Loeprich,Leffler-Botsford,200.04,180
4823,Apartamento,780,Spohn,D'Amore-Mraz,902.97,60
4824,Apartamento,370,Eliot,Green Inc,290.52,60
4825,Vivienda,634,Laurel,Dietrich Inc,894.48,30
4826,HabitacionHotel,934,Lotheville,Mohr-Predovic,632.16,180
4827,Apartamento,932,Steensland,Swift-Ruecker,680.65,60
4828,HabitacionHotel,284,Banding,O'Hara, Robel and West,29.85,180
4829,Apartamento,837,Pepper Wood,Rolfson, Koss and Pacocha,328.8,1
4830,Vivienda,100,Eagan,Wyman-Bergstrom,403.68,60
4831,HabitacionUniversitaria,134,American,Hermann, Howe and Gottlieb,889.41,1
4832,HabitacionHotel,769,Brown,Lueilwitz LLC,10.63,1
4833,HabitacionHostal,568,Carpenter,Legros Inc,795.23,1
4834,Apartamento,776,Declaration,Schinner Group,338.73,60
4835,Vivienda,68,7th,Koch-Ritchie,899.67,1
4836,Vivienda,260,Hollow Ridge,Gibson-Gusikowski,952.09,180
4837,HabitacionUniversitaria,973,Lunder,Bednar-Schaden,544.58,30
4838,HabitacionUniversitaria,506,North,Runolfsdottir Inc,210.13,60
4839,Vivienda,388,Knutson,West Inc,882.63,1
4840,HabitacionHostal,420,Eastwood,Hermiston Group,687.79,30
4841,HabitacionHotel,386,Farragut,Terry, Bechtelar and Kertzmann,678.57,180
4842,Apartamento,224,Shoshone,Lang, Kuhlman and Fahey,49.38,60
4843,HabitacionUniversitaria,967,Vernon,Upton and Sons,860.47,1
4844,Vivienda,947,Fieldstone,Schuster Group,543.41,60
4845,HabitacionVivienda,840,Hallows,Medhurst, Weber and Farrell,446.92,1
4846,Vivienda,356,Norway Maple,Wuckert, Douglas and Hahn,807.44,1
4847,Apartamento,481,Bayside,Stoltenberg-Heaney,660.42,30
4848,Apartamento,93,Onsgard,Mayer, Skiles and Schaefer,164.0,1
4849,HabitacionVivienda,808,Northwestern,Kessler, Berge and Hammes,98.56,1
4850,HabitacionVivienda,915,Fremont,Boehm Group,999.75,1
4851,Vivienda,300,Rowland,Quitzon-Boyer,351.13,30
4852,HabitacionVivienda,785,Paget,Blick-Swift,254.36,30
4853,HabitacionHotel,946,Almo,Schuster-Miller,506.71,180
4854,HabitacionUniversitaria,445,Marquette,Gulgowski and Sons,379.78,30
4855,HabitacionHotel,160,Pankratz,Effertz, Green and Kreiger,671.25,180
4856,Apartamento,294,Jana,Jakubowski and Sons,861.47,60
4857,Apartamento,205,Marquette,Aufderhar Inc,400.83,30
4858,HabitacionUniversitaria,80,Butternut,Bednar, Farrell and Kovacek,326.48,30
4859,Vivienda,958,Ridgeway,Nikolaus-Pollich,143.53,180
4860,HabitacionUniversitaria,330,Brentwood,Hoeger-Roberts,996.23,1
4861,Vivienda,124,Forest,Nolan-Batz,329.02,180
4862,HabitacionUniversitaria,285,Swallow,Conn, Hauck and Fadel,60.5,1
4863,Apartamento,390,Oakridge,Donnelly, Kris and MacGyver,979.36,1
4864,HabitacionUniversitaria,266,Spohn,Morissette, Thiel and Ward,492.86,1
4865,Vivienda,599,Hoffman,Conroy-Koch,536.78,1
4866,HabitacionUniversitaria,386,Fieldstone,Cole-Koch,856.1,30
4867,Apartamento,467,Park Meadow,O'Reilly and Sons,672.22,1
4868,HabitacionVivienda,47,Novick,Hermann-Kuphal,244.93,180
4869,Apartamento,918,Melrose,Gaylord, Lakin and Hoeger,228.28,60
4870,HabitacionHostal,68,Shoshone,Lehner LLC,499.96,1
4871,HabitacionHostal,476,Nancy,Lesch, Osinski and Buckridge,667.46,1
4872,HabitacionHotel,463,Fieldstone,Lindgren, Brakus and Wisoky,987.91,1
4873,HabitacionHostal,164,Haas,Will, Gottlieb and Kertzmann,971.32,60
4874,HabitacionVivienda,746,Cherokee,Schuppe, Altenwerth and Quitzon,538.07,30
4875,HabitacionUniversitaria,980,Westend,Schamberger LLC,551.32,180
4876,HabitacionVivienda,824,4th,Kuphal, Hessel and Lemke,739.75,60
4877,HabitacionVivienda,943,Packers,Schmeler, Gerhold and Doyle,167.18,30
4878,HabitacionVivienda,250,Columbus,Pagac LLC,39.52,30
4879,HabitacionHotel,814,Lerdahl,Botsford-Turner,337.31,1
4880,HabitacionHotel,429,Laurel,Donnelly-Frami,22.78,180
4881,Vivienda,411,Grim,Botsford, Jones and Huels,903.89,1
4882,Vivienda,745,Londonderry,Cruickshank, Gutmann and Nikolaus,504.82,180
4883,HabitacionHotel,747,Stang,Runte, Mills and Strosin,564.16,1
4884,HabitacionHostal,766,Drewry,Green Group,409.55,180
4885,Apartamento,533,Heath,Walker-Sawayn,947.98,180
4886,HabitacionVivienda,677,Carey,Collier LLC,483.43,180
4887,Vivienda,855,Homewood,Skiles Inc,708.12,60
4888,Vivienda,11,Hollow Ridge,Will-Bergstrom,394.58,1
4889,HabitacionVivienda,772,Namekagon,Tremblay, Deckow and Herman,737.16,30
4890,HabitacionUniversitaria,220,Melby,Reichel, Armstrong and Jones,339.81,60
4891,HabitacionVivienda,653,Green Ridge,Hoeger Inc,326.12,1
4892,HabitacionUniversitaria,66,Meadow Valley,Ullrich-Russel,936.0,1
4893,Apartamento,252,Lake View,O'Hara-Greenholt,308.32,1
4894,HabitacionUniversitaria,620,Esch,Lubowitz, Schmeler and Littel,473.52,60
4895,HabitacionHotel,382,Onsgard,Greenholt Inc,569.24,1
4896,HabitacionHotel,674,Mccormick,Williamson-Heaney,735.86,60
4897,HabitacionUniversitaria,315,Bay,Moen, Jacobson and Wisozk,303.11,180
4898,HabitacionUniversitaria,526,Glacier Hill,McGlynn Group,39.09,30
4899,Vivienda,773,Clemons,Lueilwitz, Schinner and Treutel,295.07,1
4900,Apartamento,742,Calypso,Jaskolski and Sons,450.51,1
4901,Vivienda,371,Magdeline,Heidenreich-Predovic,416.13,60
4902,HabitacionHostal,88,Lyons,Mitchell, Connelly and Kuphal,903.85,60
4903,Apartamento,19,Lien,Feil, Sanford and Keeling,695.31,1
4904,Apartamento,665,Burning Wood,Turner Group,803.78,30
4905,Apartamento,353,Melby,Cruickshank and Sons,632.36,60
4906,HabitacionVivienda,418,Marquette,Runolfsdottir Group,625.08,180
4907,HabitacionVivienda,641,Sauthoff,Jerde LLC,637.57,60
4908,HabitacionVivienda,338,Helena,Boyer-Fritsch,237.82,30
4909,Vivienda,225,Arizona,Zemlak-Ruecker,528.93,1
4910,HabitacionVivienda,749,Ridgeview,Yost and Sons,96.87,180
4911,Apartamento,385,Sutherland,Gusikowski Inc,660.58,60
4912,HabitacionVivienda,812,Aberg,Mraz LLC,761.45,30
4913,Apartamento,568,Hagan,Runte Group,371.84,1
4914,HabitacionHotel,527,Steensland,Kshlerin-Bernhard,688.24,1
4915,HabitacionHostal,855,Dennis,Koch-Towne,998.8,60
4916,Apartamento,145,Ridgeway,Boyer-Davis,751.9,60
4917,Apartamento,959,Bluejay,Rolfson-Emmerich,84.6,1
4918,HabitacionVivienda,416,Heffernan,Hettinger LLC,495.24,180
4919,Apartamento,572,Namekagon,Fadel LLC,778.41,1
4920,HabitacionVivienda,862,Holy Cross,Howe-Botsford,682.43,60
4921,HabitacionUniversitaria,866,Old Shore,Nitzsche and Sons,321.97,60
4922,HabitacionUniversitaria,607,Manitowish,Jones Inc,810.48,30
4923,HabitacionHostal,459,Doe Crossing,Ernser, Abernathy and Schinner,536.82,1
4924,Vivienda,93,Fremont,Kulas Inc,264.76,1
4925,Apartamento,435,Onsgard,Bergstrom, Emard and Halvorson,454.75,60
4926,HabitacionHotel,257,Declaration,Walker-DuBuque,897.66,60
4927,HabitacionUniversitaria,114,Bashford,McDermott, Halvorson and Greenholt,113.4,60
4928,HabitacionVivienda,369,Stuart,Herzog-Harris,386.64,30
4929,HabitacionVivienda,105,Debra,Bartell Inc,638.53,1
4930,HabitacionUniversitaria,578,Browning,Walsh-Wilkinson,704.8,30
4931,HabitacionUniversitaria,433,Grim,Pfannerstill Group,824.53,30
4932,Apartamento,243,Norway Maple,Grady-Sauer,623.19,60
4933,Apartamento,313,Lindbergh,Goldner Inc,670.94,180
4934,HabitacionVivienda,860,Roth,Hane, Wilderman and Little,465.07,1
4935,HabitacionHostal,213,Buell,Jerde, Prohaska and Schroeder,771.17,30
4936,HabitacionHostal,276,Springview,Hahn-Lang,783.1,180
4937,HabitacionHostal,462,Emmet,Gerhold-Becker,321.97,180
4938,HabitacionHostal,370,Manley,Gerlach LLC,268.2,30
4939,HabitacionUniversitaria,225,Becker,Metz-Goldner,7.8,30
4940,Apartamento,8,Nelson,Ebert, Armstrong and Graham,372.5,1
4941,HabitacionUniversitaria,120,Vidon,Reinger-Shields,495.81,30
4942,HabitacionHotel,600,Glacier Hill,Gusikowski LLC,987.71,30
4943,HabitacionHotel,859,Lake View,Rempel-Bartoletti,85.31,1
4944,HabitacionUniversitaria,974,Kennedy,Tillman-Brekke,981.41,180
4945,Apartamento,257,Oneill,Daugherty Group,840.37,30
4946,Apartamento,869,Grover,Koepp, Robel and Walter,675.4,30
4947,HabitacionUniversitaria,751,Kropf,Murphy, VonRueden and Hirthe,614.69,60
4948,HabitacionHostal,44,Rockefeller,Stamm and Sons,711.88,60
4949,Vivienda,396,Mccormick,Reinger Group,144.7,1
4950,HabitacionUniversitaria,899,Prairie Rose,Brown-Ryan,957.53,1
4951,HabitacionHotel,715,Sundown,Swift, Gerhold and Bartell,183.31,60
4952,HabitacionHostal,753,Karstens,Hilll, Weber and Paucek,484.07,30
4953,HabitacionHostal,348,Spohn,Beer-Kohler,655.0,180
4954,Vivienda,248,Forest,Weimann-Smith,893.2,1
4955,HabitacionVivienda,341,Saint Paul,Langworth and Sons,603.76,1
4956,Apartamento,491,Glendale,Harris, Roberts and Homenick,964.41,180
4957,Apartamento,914,Roth,Macejkovic Inc,418.87,60
4958,HabitacionUniversitaria,693,Meadow Ridge,Orn Inc,134.01,30
4959,HabitacionUniversitaria,872,Logan,Heaney, Beier and Lemke,5.07,180
4960,HabitacionHotel,618,North,Ullrich LLC,101.56,60
4961,HabitacionUniversitaria,526,Mifflin,Hickle-McKenzie,23.31,30
4962,HabitacionVivienda,951,Express,Von and Sons,419.69,1
4963,HabitacionVivienda,310,Eliot,Shanahan and Sons,803.45,1
4964,Vivienda,416,Calypso,Wehner-Pacocha,759.77,30
4965,HabitacionHostal,623,Erie,Schaden Group,745.38,1
4966,HabitacionUniversitaria,155,Waywood,Lubowitz-Spencer,605.82,1
4967,HabitacionVivienda,684,Dottie,Bauch-Kirlin,561.39,60
4968,HabitacionHotel,819,Cottonwood,Strosin LLC,25.72,30
4969,HabitacionVivienda,36,Arizona,Shanahan Inc,119.14,30
4970,HabitacionHotel,310,Rigney,Dare Group,371.74,180
4971,HabitacionHostal,420,Judy,Predovic Inc,217.04,60
4972,HabitacionHostal,566,Bellgrove,Hudson and Sons,955.97,1
4973,Vivienda,290,Granby,Cummings-Kozey,322.74,60
4974,Vivienda,751,Shopko,Haley-Von,208.29,1
4975,HabitacionUniversitaria,449,Park Meadow,Haley and Sons,252.45,180
4976,Apartamento,249,7th,Wintheiser LLC,346.51,60
4977,Vivienda,299,Duke,Considine and Sons,967.64,60
4978,HabitacionVivienda,284,Declaration,Beer, Olson and Hartmann,101.24,1
4979,HabitacionHotel,404,Alpine,Feeney-Crona,515.33,180
4980,HabitacionUniversitaria,928,Golf View,Hyatt and Sons,139.48,1
4981,Apartamento,33,Larry,Predovic-Rosenbaum,262.32,30
4982,Vivienda,683,Boyd,Feil, Kiehn and Cummings,711.42,30
4983,HabitacionUniversitaria,890,Talisman,Labadie-Tremblay,866.55,180
4984,HabitacionHostal,511,Elgar,Jacobson-Abbott,661.87,1
4985,HabitacionHostal,936,Clarendon,Glover-Pacocha,743.34,1
4986,HabitacionVivienda,615,Eastlawn,Kuhic Group,322.34,180
4987,HabitacionHotel,76,Buhler,Will, Reinger and Cassin,215.73,60
4988,Apartamento,370,Blue Bill Park,Spencer, Dibbert and VonRueden,749.16,60
4989,HabitacionHostal,183,Fair Oaks,Powlowski-Hudson,307.79,1
4990,Vivienda,748,Duke,Wuckert, Mohr and Kemmer,196.8,30
4991,Vivienda,337,Pawling,Thiel and Sons,237.99,1
4992,Vivienda,501,Fairview,Kohler-Legros,357.42,60
4993,HabitacionUniversitaria,446,Milwaukee,Hane, Zemlak and Ullrich,140.42,180
4994,HabitacionHotel,989,Little Fleur,Hartmann Inc,946.82,30
4995,HabitacionHotel,312,Stoughton,Brakus-Dickens,197.23,30
4996,HabitacionHostal,987,Lukken,Konopelski, Adams and Skiles,236.67,60
4997,HabitacionHostal,546,Grayhawk,Fisher-Kautzer,760.43,180
4998,Apartamento,529,Blue Bill Park,Fadel and Sons,378.47,60
4999,Apartamento,48,Bluejay,Grimes, Olson and Ernser,310.07,1
5000,Vivienda,132,Saint Paul,Zieme, Conn and Marks,80.17,60
5001,HabitacionHostal,332,Trailsway,Gorczany, Reynolds and Jones,706.22,60
5002,HabitacionUniversitaria,528,Warrior,Thiel, Rice and Koch,292.72,1
5003,HabitacionVivienda,716,Elmside,Cole, Harris and Koelpin,234.23,60
5004,HabitacionUniversitaria,626,Manitowish,Hettinger, Padberg and Walsh,326.94,60
5005,HabitacionVivienda,229,Hagan,Price and Sons,36.29,1
5006,HabitacionHostal,349,Towne,Howe-Osinski,957.99,30
5007,Apartamento,99,Bultman,Johnson and Sons,740.02,30
5008,HabitacionHotel,358,Dahle,Effertz, Towne and Huel,750.64,30
5009,HabitacionHostal,233,Beilfuss,Kohler-Bins,498.5,30
5010,HabitacionHostal,415,Graceland,Lockman-Skiles,456.01,30
5011,HabitacionVivienda,177,Village,Kuvalis and Sons,74.7,1
5012,HabitacionHostal,23,Mcguire,Sanford, Hauck and Zulauf,853.69,30
