id,nombre,descripcion,costo
 4603,Devpoint, Padberg Jaskolski and Bednar ,1979.33 
 4604,Jaxworks, Mohr Orn and Moen ,2644.83 
4605,Jetpulse,Borer Inc,2045.49
 4606,Wikizz, Fisher Krajcik and Nitzsche ,2105.48 
4607,Thoughtstorm,Lakin-Abbott,1264.13
4608,Vitz,Altenwerth-O'Reilly,1700.93
4609,Plajo,Ryan LLC,183.0
4610,Feednation,Fahey LLC,3408.69
4611,Demivee,Gutkowski Inc,3910.35
 4612,Skalith, Bashirian Collier and Weimann ,311.95 
 4613,Gigabox, Waelchi Hessel and Jacobson ,1823.01 
4614,Zooveo,Donnelly Group,1493.63
 4615,Tagopia, Mitchell Haag and Schaefer ,84.23 
 4616,Zoomcast, Kling Wilkinson and Lesch ,3714.47 
 4617,Thoughtsphere, Waters Bins and Spencer ,96.09 
 4618,Meedoo, Bartell Will and Schuster ,3847.15 
 4619,Edgewire, Runte Mertz and Kuhlman ,3894.13 
4620,LiveZ,Donnelly Group,175.28
4621,Zoonder,Gleason-Grant,519.41
 4622,Muxo, Kreiger Pollich and Waelchi ,2958.14 
 4623,Eare, Treutel Murphy and Upton ,1217.96 
4624,Fivebridge,Labadie-Halvorson,2212.77
4625,Rooxo,Kertzmann-Lebsack,2595.59
 4626,Wikibox, Gleason Kuhlman and Carroll ,3892.74 
 4627,Browsezoom, Ryan Senger and Lueilwitz ,1980.84 
4628,Zazio,Wuckert LLC,1010.82
4629,Quatz,Abshire Inc,3062.34
 4630,Edgepulse, Rice Larson and Brown ,753.66 
4631,Dablist,Langworth and Sons,1607.63
4632,Centimia,Schmeler-Gulgowski,1269.45
 4633,Eayo, Johnston Kuvalis and Feeney ,2718.92 
4634,Meemm,Cummerata LLC,3051.5
4635,Shufflester,Anderson-Hodkiewicz,3651.95
 4636,Skyndu, Shields Prohaska and Price ,1967.23 
4637,Gigazoom,Fahey LLC,1260.45
 4638,Youspan, Schuppe Kautzer and Donnelly ,3135.14 
 4639,Centimia, Braun Rowe and Volkman ,644.4 
4640,Zoombeat,Brown and Sons,12.81
4641,Livepath,Dickens-Kemmer,1194.48
4642,Eire,Greenholt-Borer,2854.35
 4643,Oyondu, Kutch Cremin and Runolfsdottir ,3435.58 
4644,Dynava,Hansen Inc,668.85
4645,Jaxbean,Predovic-Jakubowski,1244.61
4646,Yoveo,O'Hara and Sons,3203.11
4647,Kwideo,Nader-O'Hara,3588.57
4648,Roodel,Bechtelar Inc,396.46
4649,Talane,Johnson-Kuhic,1082.97
4650,Voonix,Shields and Sons,1026.33
4651,Photospace,Waters-O'Reilly,56.73
4652,Youspan,Hayes-Predovic,590.5
 4653,Flashpoint, Blanda Ritchie and Doyle ,2640.75 
 4654,Dynabox, Kuhic Gerhold and Bosco ,1203.23 
 4655,Vimbo, Hackett Franecki and Reichel ,781.71 
 4656,Twimbo, Gusikowski Schaden and Bode ,3388.46 
 4657,Meejo, Homenick Nienow and Christiansen ,3834.96 
4658,Babbleset,Pfannerstill LLC,2083.02
4659,Talane,Strosin LLC,632.27
4660,Topicware,Kreiger-Jacobs,911.68
4661,Tagopia,Gorczany and Sons,1273.63
4662,Topicshots,Heaney Inc,3147.8
4663,Wikivu,Wiegand-Homenick,1014.24
4664,Jetpulse,Brakus-Runolfsdottir,738.58
 4665,Livefish, Larson Fisher and Hane ,2737.64 
4666,Demimbu,Stamm Inc,1155.55
4667,Skibox,Marquardt Inc,3391.8
 4668,Kwinu, Lind Lubowitz and Greenholt ,1945.3 
4669,Jayo,Marquardt-Hintz,3133.31
4670,Yadel,Ward Inc,2554.15
 4671,Ooba, O'Keefe Schiller and Harvey ,1685.17 
 4672,Riffwire, Shanahan Rolfson and Brown ,2473.04 
4673,Mymm,Lockman Inc,997.62
4674,Skidoo,Stehr-Okuneva,2347.91
4675,Dabjam,Franecki and Sons,3097.62
 4676,Shuffledrive, Morar Larkin and Runolfsdottir ,364.79 
 4677,Vinder, Littel Schroeder and Lind ,2167.67 
 4678,Skiba, Hahn Bogisich and Koelpin ,3070.08 
4679,Fadeo,Lowe Group,1046.48
4680,Skyba,Stiedemann-Zieme,2411.97
 4681,Youtags, Anderson Ankunding and Hackett ,3551.61 
 4682,Photobug, Osinski Orn and Rowe ,3750.13 
 4683,Yodoo, Hickle Beahan and Kling ,2511.84 
4684,Camido,Mills Group,1926.55
4685,Zoomlounge,Reichert Group,411.75
4686,Trudeo,Gaylord LLC,1466.66
 4687,Skyndu, Wunsch Miller and Cassin ,1858.39 
4688,Layo,Turcotte-Keeling,2468.93
4689,Tagfeed,Bruen-McClure,1996.86
4690,Bluezoom,Murazik Inc,2879.0
 4691,Gigaclub, Buckridge Connelly and Borer ,3977.49 
4692,Jabbertype,Murphy-Kirlin,3018.84
4693,Rhynyx,Powlowski Inc,2552.83
 4694,Topicstorm, Bode Hahn and Glover ,935.94 
4695,Voonix,Kozey and Sons,874.52
4696,Dynabox,Senger-Johnston,3365.36
4697,Wikido,Kuhlman-Stehr,2005.21
4698,Voolith,Maggio LLC,17.59
 4699,Tagtune, Dicki Brekke and Pfannerstill ,815.76 
4700,Zooveo,Hills Group,1980.54
4701,Blogpad,Blick LLC,2827.55
4702,Feednation,Lowe LLC,1077.22
4703,Podcat,Fisher LLC,996.85
 4704,Fatz, Fisher Rath and Treutel ,3663.52 
 4705,Yamia, Bradtke Cruickshank and O'Hara ,1960.64 
4706,Topiczoom,Kulas LLC,1688.1
4707,Skyba,Franecki LLC,1794.46
4708,Youspan,Oberbrunner-Lind,2670.68
4709,Buzzshare,Moen-Block,436.8
 4710,Feedmix, Howell Balistreri and Kilback ,3584.15 
4711,Mycat,Davis-Kris,1715.68
4712,Janyx,Dooley Group,1747.0
 4713,Ozu, Blick Wilkinson and Bogan ,3851.33 
4714,Livepath,Altenwerth-Ankunding,1576.71
 4715,Realbuzz, Abernathy Stark and Sawayn ,2626.33 
4716,Layo,Metz Inc,162.87
4717,Cogilith,Rippin Inc,1422.82
4718,Tagtune,Kulas-Macejkovic,196.39
4719,Flipbug,Jaskolski LLC,1162.88
4720,Gabspot,Kassulke-Hackett,1259.71
4721,Eayo,Wuckert-Beer,1136.46
4722,Yombu,Koepp-Dare,2015.86
 4723,Plambee, Senger Crist and Aufderhar ,3381.54 
 4724,Yotz, Ondricka Carroll and Romaguera ,357.94 
 4725,Skibox, Hegmann Heathcote and Veum ,176.86 
4726,Meemm,Larkin-Rath,2556.36
4727,Rooxo,Walker-Kiehn,473.54
 4728,Gabtune, Schinner Ortiz and Blanda ,3928.96 
 4729,Tagopia, Pfannerstill Buckridge and Walsh ,2121.21 
4730,Twitterbridge,Jast-Kerluke,624.45
 4731,Twitterworks, Turcotte Schuppe and O'Connell ,903.23 
 4732,Feednation, Shields Abshire and Koch ,529.73 
 4733,Voomm, Schinner Nitzsche and Jast ,1912.54 
4734,Tagopia,Huel-O'Connell,973.73
4735,Realpoint,Marvin and Sons,2455.48
4736,Avavee,Mohr-Satterfield,1503.35
4737,Blogtags,Bradtke-Zemlak,3048.35
4738,Eazzy,Paucek-Nitzsche,819.23
 4739,Livefish, Quitzon Zieme and Schamberger ,266.31 
4740,Voolia,Bradtke Group,1216.12
 4741,Devify, Schumm Zemlak and Kerluke ,3986.62 
4742,Trudeo,Jacobs LLC,2641.7
4743,Skilith,Schimmel and Sons,3670.96
4744,Ozu,O'Conner Inc,916.07
 4745,Feedfish, Sauer Halvorson and Walter ,690.67 
 4746,Zoomdog, Williamson O'Hara and Bartell ,117.91 
4747,Brightdog,Waelchi Inc,3582.46
 4748,Gigashots, Jacobson Mayert and Johns ,192.89 
4749,Skyvu,D'Amore-Gaylord,3015.32
4750,Twitterlist,Bashirian-Hansen,3136.86
4751,Tagfeed,Walsh Group,2325.95
4752,Blogpad,Hills Group,3330.03
4753,Devbug,Carroll-Beatty,1420.12
 4754,Browsetype, Champlin Corkery and Sanford ,3219.29 
 4755,Realpoint, Carroll Tillman and Rath ,3555.31 
4756,Feedspan,Wiegand-Littel,2415.12
4757,Skynoodle,Walter-Feil,694.58
4758,Katz,Mohr-Fadel,2022.33
4759,Innotype,Fahey Group,3214.3
4760,Leexo,Bashirian LLC,3544.54
 4761,Wikivu, Effertz Christiansen and Sanford ,2311.57 
 4762,Fivechat, Green Blick and Schiller ,493.04 
4763,Gigabox,Mraz-Schroeder,3692.74
4764,JumpXS,D'Amore-Wilkinson,2510.03
4765,Skipfire,Koepp-Hoeger,1335.25
4766,Brainverse,Wiza and Sons,3052.01
4767,Brainverse,Upton-Cruickshank,2407.03
4768,InnoZ,Jacobs-Heaney,220.81
4769,Mymm,Bins-Olson,3716.73
4770,LiveZ,Emard-Osinski,518.61
4771,Trupe,Kirlin Group,2065.33
4772,Flipopia,Schowalter-Lynch,1000.88
4773,Skidoo,Schiller and Sons,3888.65
4774,Oyope,Lemke and Sons,2345.39
4775,Skimia,Schaefer-Kerluke,2564.71
4776,Meevee,Kohler-D'Amore,2415.07
4777,Quaxo,Ernser-Hansen,2839.49
4778,Thoughtmix,Lebsack Inc,1335.01
 4779,Skinte, Davis Corwin and Dooley ,3228.32 
4780,Twinder,Weissnat-Weber,282.81
4781,Tanoodle,Wolff LLC,1887.86
4782,Ozu,Johnson-Shanahan,2259.75
4783,Camido,Keebler-Gorczany,1133.81
 4784,Muxo, Quigley Schmidt and Hauck ,3510.19 
4785,Muxo,Quigley-Gislason,745.08
 4786,Chatterpoint, Sawayn Ebert and Barton ,2881.16 
4787,Photofeed,Becker-Reichert,3559.77
 4788,Gabvine, Romaguera Green and Bechtelar ,1341.39 
 4789,Zoozzy, Cassin Krajcik and Waters ,1550.81 
4790,Avaveo,Corwin and Sons,1041.84
4791,Meeveo,Senger-O'Reilly,3450.45
4792,Edgepulse,Doyle-Treutel,2149.53
4793,Oyonder,Wuckert-Hansen,2155.37
4794,Youspan,Ledner and Sons,928.92
 4795,Flashspan, Kutch Howe and Effertz ,1049.41 
 4796,Skajo, Vandervort Murphy and Sporer ,1447.37 
 4797,Katz, Botsford Friesen and Schaden ,1092.68 
4798,Wikido,Buckridge and Sons,3176.17
 4799,Youbridge, Lowe Morar and Parker ,1392.51 
 4800,Dynazzy, Armstrong Murphy and Fay ,2163.78 
4801,Roombo,Fadel-Gleason,2902.0
 4802,Oloo, Koss Bauch and Lockman ,59.09 
4803,Yamia,Douglas-Smitham,3530.51
 4804,Thoughtworks, O'Connell Satterfield and Altenwerth ,1228.66 
4805,Dabfeed,Sporer-Hane,137.14
4806,Katz,Halvorson-Crona,1529.26
4807,Rhycero,Powlowski-Rempel,547.31
4808,Divavu,Boyer-Haag,2557.3
 4809,Fanoodle, Becker Bahringer and Haley ,3965.16 
 4810,Meeveo, D'Amore Hodkiewicz and Bode ,2473.35 
4811,Gabcube,Lueilwitz-Ritchie,3675.33
4812,Zooxo,Pfannerstill-Effertz,2101.38
4813,Zoombox,Krajcik-Durgan,3004.5
4814,Trudoo,Simonis LLC,1771.35
 4815,Tagcat, Batz Medhurst and Franecki ,3429.16 
4816,Quatz,Simonis-Daniel,1570.0
4817,Dazzlesphere,Murray-O'Hara,2372.76
4818,Skibox,Ernser LLC,3648.35
4819,Realcube,Grimes Inc,2680.13
4820,Skyble,Schuppe-Runte,973.49
 4821,Aimbu, Lowe Stroman and Heathcote ,1053.23 
4822,Babblestorm,Torp-Stanton,3336.31
 4823,Innotype, Harber Abshire and Bins ,651.47 
4824,Trudoo,Huels-Hayes,726.11
 4825,Chatterbridge, Barton Ruecker and Ondricka ,2367.69 
4826,JumpXS,Feil-Yost,2935.34
4827,Jabbersphere,D'Amore Group,3476.94
4828,Browsedrive,Powlowski-Champlin,3833.27
4829,Yoveo,Armstrong and Sons,2200.06
4830,Mycat,Rice and Sons,3468.63
4831,Wikido,Hintz Group,106.09
4832,Skinte,Konopelski and Sons,736.33
4833,Skinder,Kunde-Terry,2021.24
4834,Photofeed,Wolff-Balistreri,122.18
4835,Yoveo,Sauer-Murphy,2565.81
 4836,Fatz, Lesch Volkman and Quigley ,3427.21 
4837,Topdrive,Kovacek LLC,3784.7
4838,Viva,Carroll LLC,2745.24
 4839,Realmix, Bode Torphy and Tremblay ,1082.84 
 4840,Wikizz, Nitzsche Keebler and Boyle ,3507.44 
 4841,Gevee, Kunze Bradtke and Quigley ,1550.07 
 4842,Brainverse, Labadie Dietrich and Von ,2608.42 
 4843,Youbridge, Cremin Hirthe and Murazik ,3057.23 
 4844,Youopia, Hane Hettinger and Schmidt ,1407.91 
 4845,Flipstorm, Orn Mueller and Hettinger ,444.93 
 4846,Browsebug, Kunze Medhurst and Lubowitz ,2439.48 
4847,Twitterbridge,Schinner-Russel,3766.93
4848,Zoombeat,Bernier-Swift,3749.9
4849,Demizz,Schiller Group,800.7
4850,Tavu,Goldner-Franecki,3279.54
4851,Kwinu,Franecki-Brakus,3315.33
4852,Brightdog,Halvorson and Sons,2227.37
4853,Jayo,Toy and Sons,1633.11
 4854,Tagtune, Gusikowski Funk and Hudson ,1128.69 
4855,Tazzy,Simonis Inc,778.43
 4856,Skiba, Mills Hegmann and Runolfsdottir ,91.39 
4857,Yambee,Wintheiser Inc,2312.55
4858,Brightbean,Lesch-Roob,253.21
 4859,Kazio, Bergstrom Cole and Smith ,588.97 
4860,Meejo,Weber-Goyette,3075.63
 4861,Quinu, King Lakin and Kerluke ,867.14 
4862,Youbridge,Ortiz Inc,2122.2
4863,Livefish,Herzog LLC,3522.48
4864,Yotz,Streich-Prosacco,1131.98
4865,Edgepulse,Smitham Group,2247.6
 4866,Zoomlounge, Schmitt Rau and Ratke ,2899.05 
4867,Brainsphere,Donnelly Group,2278.47
4868,Yodoo,Streich and Sons,3798.61
4869,Divavu,Ziemann-McCullough,3329.14
4870,Zoombox,Bins Group,3732.08
4871,LiveZ,Funk Inc,2115.72
4872,Yacero,Runolfsson-Bradtke,3759.11
4873,Babblestorm,Hickle and Sons,3271.41
 4874,Bubblebox, Crooks Rath and Stokes ,1385.33 
4875,Geba,Nader-Hettinger,2919.32
 4876,Yotz, Hermann Gleason and Pacocha ,1877.13 
 4877,Realpoint, Haag Heidenreich and Fadel ,3769.59 
4878,Photospace,Oberbrunner-Stokes,1635.26
4879,Zoombox,Auer-Morar,714.85
 4880,Rhycero, Mitchell Hilll and Harris ,3946.2 
4881,Quimm,McLaughlin-Bartell,176.25
4882,Cogidoo,Reichert-Lakin,2753.55
4883,Skinder,Rau Inc,2666.32
4884,Avamba,Goldner Group,3099.9
4885,Skippad,Lubowitz Group,3948.76
4886,Lazzy,Bartell-Stokes,2116.3
 4887,Viva, Corkery Toy and Volkman ,335.21 
4888,Yombu,Lockman-Goodwin,511.6
4889,Mynte,Turcotte and Sons,2058.58
4890,Myworks,Weissnat and Sons,3583.37
 4891,Gigashots, Terry Quigley and Flatley ,282.34 
4892,Kazu,Conroy-Dare,1252.96
4893,Demimbu,Russel Inc,2737.29
4894,Meeveo,Murray and Sons,2375.62
4895,Gabtune,Breitenberg-Osinski,3110.18
 4896,Lajo, Feest Towne and Legros ,2522.42 
4897,Skyble,Weissnat and Sons,677.73
4898,Rhynyx,West-Hahn,449.57
 4899,Skipstorm, Torp Thompson and Satterfield ,1996.16 
 4900,Demizz, Ankunding Hettinger and Paucek ,3230.65 
4901,Kazio,Bashirian-Hahn,1612.75
 4902,Vitz, Padberg Kunde and Osinski ,3235.3 
4903,Voonte,Robel-Tromp,3411.66
4904,Bubblebox,Konopelski Inc,3180.05
4905,Midel,Hyatt and Sons,1020.01
4906,Meedoo,Wisozk LLC,1249.79
4907,Fivespan,Rice-Murray,975.71
4908,Midel,Kris Inc,376.1
4909,Digitube,Wolff-Hauck,1518.04
 4910,Buzzbean, Spinka Heidenreich and Ledner ,2861.86 
4911,Layo,Bradtke Inc,563.12
 4912,Zoomzone, Jerde Ruecker and Lindgren ,3488.98 
 4913,Photospace, DuBuque Schamberger and Spencer ,872.81 
4914,Chatterbridge,Wiza LLC,1912.71
 4915,Bubblebox, Stamm Baumbach and Franecki ,1838.75 
4916,Quinu,Davis LLC,325.45
 4917,Avamm, Toy Stamm and Legros ,419.94 
4918,Vitz,Franecki LLC,2518.22
4919,Skibox,Windler Inc,1269.57
4920,Brainbox,Kuhn-Ankunding,2280.49
4921,Twimbo,Lang-Lind,3820.2
4922,Topdrive,Johns-Maggio,3667.3
4923,Katz,Klocko-Swift,106.68
 4924,Quatz, Champlin Gislason and Dooley ,2508.95 
4925,Jabbertype,Schinner-Von,1131.02
 4926,Livetube, Wiegand Cartwright and Batz ,3135.93 
4927,Eayo,Robel Group,412.28
4928,Realcube,Cartwright-Collier,3009.76
 4929,Yodo, Aufderhar Lemke and Raynor ,2306.53 
4930,Demimbu,Keebler LLC,2339.04
4931,Abata,Hodkiewicz-McClure,2393.78
4932,Talane,Stanton Inc,2942.07
 4933,Babbleblab, Langosh Ankunding and Runolfsson ,2393.06 
4934,Quinu,Sipes-Gottlieb,1306.88
4935,JumpXS,Wyman-Walter,1903.13
 4936,Thoughtbeat, Klocko Mann and King ,668.21 
 4937,Kazio, Littel Swaniawski and Gibson ,2904.17 
4938,Zoonoodle,Kessler-Lubowitz,2160.2
 4939,Leenti, Fadel Dickinson and Stanton ,613.21 
 4940,Jayo, Durgan Krajcik and Halvorson ,3069.44 
4941,Jazzy,Cole-Daniel,2149.48
4942,Tagtune,Hickle and Sons,2626.77
4943,Tagpad,McGlynn-Koelpin,3805.01
4944,Divape,Spinka-Ortiz,1736.35
4945,Zazio,Hane-Morar,3358.49
4946,Midel,Cronin and Sons,235.16
4947,Ooba,Marquardt Inc,3668.27
4948,Trilith,Goodwin-Kiehn,3639.73
 4949,Meemm, Thiel Moen and Auer ,1369.0 
4950,Oyoloo,Brekke LLC,1474.6
4951,Devpoint,Kunze Group,2191.51
4952,Skipstorm,Lynch LLC,2398.47
4953,Nlounge,Harvey-Blick,3458.55
4954,Divanoodle,Langosh and Sons,3611.72
4955,Fanoodle,Johnston-O'Keefe,27.62
4956,Avamm,Reilly LLC,2532.09
 4957,Jayo, Wuckert Walsh and Kuphal ,912.05 
4958,Lazzy,Kiehn and Sons,3236.09
4959,Leexo,Hane Group,3803.4
4960,Divape,Blanda LLC,1551.44
4961,Devpoint,Johnson Group,2816.85
 4962,Brainbox, Gusikowski Brown and Pagac ,158.93 
4963,Eabox,Dooley-Terry,188.61
4964,Zoovu,West-Huels,3331.58
 4965,Devbug, Lindgren Windler and Boyer ,1284.28 
4966,Zoomlounge,Dickinson-Thiel,417.68
4967,Fadeo,Lang-Mosciski,3345.17
4968,Trudeo,Baumbach Group,2581.56
4969,Skivee,Treutel and Sons,2371.28
 4970,Janyx, Powlowski Predovic and Conroy ,3816.52 
 4971,Camido, Hirthe Treutel and Larson ,1427.0 
 4972,Feedspan, Grimes Gleichner and Brown ,858.37 
 4973,Kayveo, Lynch Kub and Stiedemann ,2982.68 
 4974,Voolith, Lynch Robel and Jacobson ,45.87 
4975,Zoomlounge,Gorczany-Bechtelar,2840.22
4976,Yamia,Gutkowski and Sons,2351.05
4977,Dablist,Lind LLC,3315.65
 4978,Katz, Bradtke Marvin and Corkery ,2893.41 
 4979,Fliptune, Gerhold Shanahan and Padberg ,3391.8 
4980,Skiptube,Gleichner Inc,2066.14
4981,Avaveo,Kemmer-Homenick,3847.38
4982,Abatz,Eichmann-Littel,1994.57
4983,Jazzy,Abbott and Sons,3282.39
4984,Gabvine,VonRueden Group,1314.57
 4985,Minyx, Dickinson Dickens and Gibson ,1569.64 
4986,Kamba,Bode and Sons,1091.17
4987,Vitz,Ward Group,2923.84
 4988,Yacero, Johnson Hahn and Hickle ,2923.44 
4989,Oyoyo,Runolfsson-Bednar,1079.1
 4990,Feedfish, Cummerata Runolfsdottir and Christiansen ,779.48 
4991,Trilia,Kuphal-Hoeger,677.1
4992,Geba,Bechtelar LLC,655.58
4993,Realmix,Armstrong-Armstrong,1731.95
4994,Thoughtsphere,Little-McCullough,2983.29
 4995,Miboo, Conroy McLaughlin and Hodkiewicz ,1186.8 
 4996,Aimbo, Jacobs Howe and Jaskolski ,1473.8 
4997,Katz,McGlynn Group,993.72
 4998,Babbleset, Kertzmann Keebler and Hessel ,2072.79 
 4999,Trudeo, Metz Pfeffer and Schulist ,2330.84 
5000,Gabtune,Schmidt-Cartwright,3785.06
5001,Pixoboo,Senger-Friesen,2567.39
 5002,Quinu, Walker Kerluke and Daugherty ,3358.06 
 5003,Mybuzz, Erdman Schultz and Little ,3334.02 
 5004,Youspan, Kshlerin Hilpert and Rowe ,3966.94 
5005,Photospace,Schaden-Dach,3430.87
 5006,Divanoodle, Osinski Stiedemann and Larson ,31.99 
 5007,Rhycero, Greenholt Mitchell and Hoppe ,2870.53 
5008,Brightdog,Kshlerin LLC,720.13
5009,Babbleset,Franecki LLC,1949.68
 5010,Teklist, Beier Howell and Mante ,2118.94 
5011,Oyoba,Cruickshank-Walker,2555.53
5012,Zoonder,Lynch-Bednar,3669.09
 5013,Tekfly, Keebler Schimmel and Beahan ,3162.71 
5014,Eadel,Legros Inc,1568.07
5015,Rooxo,Streich Group,2524.17
 5016,Topicware, Frami Sauer and Yost ,3300.08 
5017,Centizu,Bashirian-Johnston,64.39
 5018,Agimba, Kutch Steuber and Wintheiser ,2075.2 
5019,Chatterpoint,Konopelski Group,3929.32
5020,Babbleopia,Wilkinson LLC,3032.99
 5021,Plambee, Padberg Turcotte and Hayes ,3420.32 
 5022,Gigabox, Deckow Kovacek and Watsica ,2780.46 
 5023,Oyoloo, Jacobi West and Herman ,1838.63 
 5024,Yakidoo, Robel Greenholt and Gulgowski ,309.54 
5025,Tazz,Mann Inc,2740.92
 5026,Brainverse, Stanton Jacobs and Sporer ,2352.03 
5027,Twitternation,Mills-Jakubowski,1982.42
 5028,Topicblab, Pouros Hand and Sporer ,1128.88 
5029,Nlounge,Konopelski and Sons,2441.14
5030,Rhynoodle,Jacobi Inc,1242.87
5031,Trudeo,Lindgren LLC,1500.21
5032,Photojam,Beahan Group,2228.13
5033,Roombo,Romaguera and Sons,3661.98
5034,Talane,Boehm-Wolf,2995.28
5035,Roombo,McCullough Inc,904.36
 5036,Voonder, Schneider Deckow and Orn ,2527.84 
5037,Mudo,Heaney-Rice,180.31
5038,Skaboo,Leffler-Rohan,3124.64
 5039,Topiczoom, Nader Skiles and Wolff ,1355.47 
5040,Skiptube,Stroman and Sons,3758.09
5041,Meejo,Muller-Rath,795.29
5042,Realbridge,Grady-Senger,1183.59
5043,Skippad,Lebsack-Kunze,1995.34
 5044,Wikizz, Trantow Weimann and Okuneva ,2979.6 
5045,Quaxo,Baumbach Inc,3575.75
5046,Tagchat,Rippin Inc,1906.25
 5047,Kwimbee, Renner Padberg and Gibson ,3892.57 
 5048,Thoughtbeat, Schaefer Orn and Bayer ,3791.99 
5049,Aivee,Cassin Group,3027.83
 5050,Thoughtstorm, Block Macejkovic and Swift ,3457.26 
5051,Devshare,Beatty and Sons,3850.71
5052,Plambee,Torp-Hickle,3266.39
5053,Livefish,Dickinson Group,3066.02
 5054,Demizz, Crooks Adams and Rodriguez ,2500.82 
5055,Meetz,Monahan-Wehner,2686.94
 5056,Innotype, Johnston Douglas and Boyer ,992.99 
 5057,Roodel, Morar Welch and Mertz ,3779.97 
 5058,Avavee, Anderson Klocko and Fahey ,1943.69 
5059,Yata,Mohr-Conn,1200.52
5060,Feedspan,Simonis-Watsica,872.53
 5061,Thoughtstorm, Brakus Keeling and Mraz ,3320.9 
5062,Pixonyx,Gottlieb-Nader,3096.56
5063,Brainbox,Stark Inc,3632.71
5064,Lajo,Trantow Inc,2566.74
5065,Brainbox,Schimmel Group,2409.39
 5066,Demimbu, Jenkins Kemmer and Buckridge ,434.68 
5067,Katz,Sauer Group,3991.05
5068,Voonix,Lindgren-Carter,2369.68
 5069,Feedspan, Haag Kreiger and Goldner ,2655.71 
5070,Linkbridge,Kohler-Pfannerstill,2045.27
 5071,Trilith, Hauck Rath and Bradtke ,2872.1 
5072,Skidoo,Quitzon Inc,3525.45
5073,Skippad,Kunze Inc,442.73
5074,Blogpad,Rice-Johnston,350.39
5075,Jazzy,Christiansen-Hartmann,2457.77
5076,Flashspan,Harber-Zulauf,1842.66
5077,Edgewire,O'Hara-Borer,1491.45
 5078,Kwilith, Hermann Nienow and Gutmann ,2350.18 
 5079,Brightbean, Kihn Sipes and Ebert ,943.16 
5080,Brainverse,Bogisich-Torp,3779.0
5081,Izio,Senger Group,3574.82
5082,Abatz,Stehr-Nienow,220.06
5083,Gigaclub,Yundt and Sons,757.22
 5084,Wordify, Gislason Huels and West ,2054.96 
5085,Lajo,Pfannerstill-Mann,2874.76
5086,Thoughtstorm,Rutherford and Sons,2868.59
 5087,Browsezoom, Spencer Renner and Strosin ,456.68 
 5088,Tavu, Blanda Collins and Hoppe ,3664.13 
5089,Eazzy,Hyatt-Kreiger,962.63
5090,Linkbuzz,Rosenbaum and Sons,2186.09
 5091,Skinte, Runolfsson Wunsch and Upton ,3704.49 
 5092,LiveZ, Blanda Homenick and Weber ,1076.14 
 5093,Blogtag, Kuhlman Gulgowski and Romaguera ,929.9 
5094,Buzzshare,Hammes-Thiel,2257.95
5095,Yakitri,Waters LLC,1725.63
5096,Linklinks,Homenick-Daniel,2621.53
5097,Twitterworks,Gottlieb-Rippin,3205.83
 5098,Flashpoint, Treutel Wyman and Cruickshank ,1844.02 
 5099,Brainsphere, Spinka Upton and Gutkowski ,3257.65 
5100,Buzzdog,Feeney and Sons,1903.6
5101,Brainlounge,Funk and Sons,876.3
5102,Yotz,Crist Inc,2231.72
 5103,Realpoint, Cremin Bergnaum and Jast ,3377.69 
5104,Lazzy,Pagac Group,3892.03
5105,Ainyx,Pfannerstill-Douglas,2310.07
5106,Eare,Boyer-Rogahn,535.91
 5107,Katz, Kuhic Quigley and Dach ,2227.97 
5108,Zooxo,Carroll LLC,508.83
 5109,Thoughtsphere, Pouros Schultz and Wilderman ,1846.46 
 5110,Voonte, Ryan Runte and Crona ,2800.49 
5111,Dabfeed,Hansen-Lang,3286.98
5112,Skynoodle,Berge-Jones,510.95
 5113,Dazzlesphere, Friesen Stamm and Cole ,1039.8 
 5114,Meezzy, Hahn Mante and Stamm ,774.73 
5115,Browsedrive,Spinka-Fahey,972.31
5116,Mita,Jones-Botsford,1270.63
5117,Livetube,Krajcik Group,3683.76
5118,Devbug,Strosin-Hermiston,363.83
 5119,Topiczoom, Little Hauck and Hessel ,3527.38 
5120,Bluezoom,Emmerich and Sons,3152.37
5121,Skinte,Mosciski-Hermann,2586.93
5122,Voomm,Kertzmann-Klocko,3101.24
5123,Mydo,Kunze-Yundt,3065.46
 5124,Trunyx, Lind Upton and Jacobs ,2655.74 
5125,Lazz,Greenfelder LLC,1635.66
 5126,Photospace, Mertz Mayer and Lueilwitz ,2372.71 
5127,Trudoo,Watsica-Ledner,2489.83
 5128,Eimbee, Hudson Pfannerstill and Thompson ,3134.56 
5129,Youopia,Lind LLC,565.55
 5130,Meembee, Reichert Osinski and Cronin ,3718.93 
 5131,Twinte, Block Bayer and Schaden ,64.21 
5132,Thoughtblab,Treutel-Nader,3653.59
5133,Ailane,Quigley-Ebert,3892.45
5134,Mycat,White-Farrell,2490.46
5135,Skyndu,Reilly-Kiehn,1264.81
5136,Edgetag,Aufderhar LLC,3221.55
 5137,Rhybox, Murray Jenkins and Franecki ,2125.3 
 5138,Yacero, Brakus Yost and Carter ,2660.65 
5139,Wikizz,Glover-Lehner,280.76
 5140,Quatz, Kuhic Donnelly and Davis ,3263.97 
5141,Oba,Marvin and Sons,414.9
 5142,Dabvine, Bode Haag and Beatty ,2729.57 
5143,Jabbercube,Fay Inc,2702.74
5144,Topicshots,Mertz and Sons,1719.74
 5145,Mydeo, Feeney Eichmann and Dare ,1014.19 
